fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,alkalinity,e330.level,effervescence.index,consumable,quality
6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,48,0.39,13837.36824,4,1
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,49,0.33,10426.11587,4,1
6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,47.7,0.33,2912.88423,4,1
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,48.4,0.33,8212.089344,4,1
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,48,0.4,11302.83549,4,0
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,49.1,0.61,8335.336469,4,1
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,50.4,0.32,12296.85078,4,1
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,48.7,0.56,3868.887251,4,1
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,46.9,0.3,13175.52349,4,1
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,47.4,0.28,2819.313776,4,1
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,48,0.4,13680.4934,4,0
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,49.4,0.32,1889.778599,4,0
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,48.1,0.34,13096.19309,4,1
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,46.8,0.3,3593.273979,4,1
6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,49.3,0.21,134.6731103,4,0
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,48,0.3,9366.453808,4,1
7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,49.1,0.35,11421.52,4,0
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,48.8,0.24,2867.020761,4,1
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,50.2,0.33,8689.77563,4,1
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,48.8,0.24,10883.77094,4,1
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,50.6,0.24,5740.450157,4,1
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,47.6,0.29,5493.215375,4,1
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,48.2,0.48,12059.94848,4,0
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,50.6,0.53,12677.18311,4,0
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,50.2,0.33,1980.721619,4,1
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,49.7,0.33,1910.830348,4,1
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,49.5,0.27,14512.7295,4,1
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,47.1,0.31,9250.795168,4,1
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,47,0.32,8087.823449,4,0
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,49.4,0.38,11631.43149,4,1
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,49.5,0.27,14371.7001,4,1
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,47.6,0.2,12017.65823,4,1
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,46.6,0.3,1980.338027,4,1
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,47.5,0.29,3292.302252,4,1
6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,47.1,0.32,12158.36779,4,1
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,49.2,0.21,11472.16962,4,1
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,49.6,0.42,2551.049496,4,1
6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,47.6,0.37,6670.549093,4,0
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,48.6,0.53,4741.768292,4,0
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,49.5,0.24,14946.41791,4,0
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,49.5,0.24,1892.374415,4,0
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,49.5,0.24,2516.185512,4,0
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,49.3,0.14,7070.348401,4,0
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,50.8,0.32,1138.069794,4,1
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,49.5,0.24,3677.599208,4,0
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,47.8,0.29,12619.81409,4,1
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,47.4,0.34,14110.48423,4,1
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,49.3,0.14,5326.881788,4,0
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,44.9,0.11,1726.10224,4,0
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,47.1,0.35,5181.896829,4,1
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,46.9,0.27,11509.55235,4,0
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,47.5,0.57,5520.161987,4,1
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,45.6,0.27,14221.1438,4,1
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,48.9,0.23,4295.709758,4,1
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,50.3,0.25,4238.770602,4,1
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,50.6,0.23,9684.499501,4,1
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,48.6,0.37,2833.016154,4,1
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,49.3,0.28,12194.96207,4,1
6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,47.7,0.33,8052.080147,4,1
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,47.6,0.3,2731.824313,4,1
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,48.6,0.18,2128.245814,4,0
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,48.6,0.18,3849.65503,4,0
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,49.5,0.3,9022.14995,4,0
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,48.6,0.18,4032.346295,4,0
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,47.3,0.36,8117.247984,4,1
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,49.2,0.24,10520.14932,4,1
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,49,0.29,11683.1346,4,1
5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,48.7,0.29,11925.17142,4,1
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,48.4,0.26,5608.238208,4,1
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,49.6,0.48,11999.49884,4,0
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,49.6,0.47,1422.120508,4,0
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,49.3,0.26,5989.38061,4,1
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,49.1,0.47,12194.40561,4,1
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,47.5,0.2,11488.00398,4,1
5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,48.1,0.19,6717.258413,4,1
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,48,0.26,724.100629,4,1
7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,47,0.24,12204.26637,4,1
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,48,0.26,7351.528204,4,1
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,45.2,0.1,6620.371326,4,0
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,48.5,0.24,10765.5862,4,0
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,48.5,0.26,11791.80726,4,0
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,48.5,0.26,2416.510648,4,0
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,50.4,0.23,3525.395589,4,0
5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,50.4,0.23,12842.58196,4,1
3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,42.5,0.02,11533.45443,4,1
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,47.8,0.22,8949.711828,4,1
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,46.8,0.27,10751.30671,4,1
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,47.4,0.54,3338.212901,4,1
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,47.4,0.05,10433.07637,4,1
5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,47.7,0.16,11059.59779,4,1
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,47.8,0.22,13799.24415,4,1
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,46.8,0.27,7587.407374,4,1
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,46.9,0.27,10114.17286,4,1
5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,48.3,0.29,5938.895563,4,1
7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,48.9,0.23,13318.347,4,0
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,49.3,0.3,12893.33847,4,1
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,49.2,0.2,10200.06929,4,0
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,47.8,0.2,6144.203026,4,1
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,47.8,0.2,1833.372842,4,1
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,47.8,0.2,1694.618688,4,1
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,47.8,0.2,10448.36946,4,1
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,44.4,0.2,11978.67,4,1
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,49.2,0.35,5149.474907,4,0
5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,49.3,0.29,14356.96929,4,0
6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,47.7,0.27,2115.104299,4,1
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,47.8,0.2,6007.622378,4,1
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,47,0.24,8055.564614,4,0
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,47,0.24,12698.83505,4,0
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,48.5,0.26,5276.935115,4,1
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,48.5,0.26,10794.62641,4,1
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,48.5,0.26,2497.496337,4,1
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,48.5,0.26,10589.89804,4,1
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,49.2,0.17,436.4574924,4,0
7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,51.2,0.33,6096.854453,4,1
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,51.3,0.27,14785.86134,4,1
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,47,0.24,11784.6961,4,0
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,47.5,0.36,11676.07488,4,0
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,48.3,0.32,13003.72435,4,1
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,47.5,0.36,1640.484105,4,0
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,49,0.28,2570.536399,4,0
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,47.5,0.36,4910.097702,4,0
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,48.3,0.32,14841.66794,4,1
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,48.7,0.35,12954.77338,4,1
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,45.6,0,7819.640015,4,1
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,49,0.3,8412.647999,4,1
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,49,0.3,13100.48305,4,0
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,49.9,0.23,7087.873648,4,0
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,49.5,0.39,8639.944839,4,1
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,48.4,0.29,3770.628506,4,1
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,46.1,0.25,11163.102,4,1
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,46.2,0.24,12261.12982,4,1
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,47.8,0.27,13017.23723,4,1
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,46.2,0.27,3726.453001,4,1
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,46.7,0.29,14240.7237,4,1
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,46.4,0.25,5247.678748,4,1
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,48.3,0.24,12633.27368,4,1
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,48.8,0.28,14034.40356,4,0
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,48.4,0.29,629.1243218,4,1
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,46.8,0.3,11000.02794,4,1
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,48,0.22,4430.296224,4,1
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,48.8,0.24,14457.41809,4,1
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,48.7,0.2,7209.573848,4,0
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,50,0.26,14160.29874,4,1
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,48,0.22,9471.838164,4,1
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,48.8,0.24,9377.787839,4,1
6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,48.4,0.35,6019.163864,4,0
6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,50,0.22,5541.360461,4,1
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,49.6,0.33,14222.96015,4,1
8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,51.1,0.3,11185.67349,4,1
5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,46,0.28,3710.455805,4,1
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,48.8,0.26,13654.38086,4,0
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,48.9,0.34,5540.04331,4,0
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,48.8,0.26,9643.531593,4,0
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,47.7,0.19,11809.23613,4,0
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,48.8,0.26,3189.385343,4,0
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,48.8,0.26,5421.016764,4,0
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,48.9,0.34,7802.468967,4,0
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,2861.779136,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,14030.21132,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,14921.38015,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,9768.224385,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,5839.380755,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,5903.803408,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,3589.633571,4,1
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,47.7,0.29,12679.90757,4,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,50.6,0.27,13538.05364,4,1
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,49.6,0.52,126.10115,4,1
5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,45.6,0.35,6317.708396,4,1
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,46.3,0.25,14673.80101,4,1
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,50.4,0.69,10175.1295,4,1
7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,48.9,0.35,11112.81955,4,1
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,50.4,0.69,13637.74449,4,1
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,49.7,0.3,12357.46524,4,1
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,50.2,0.52,3942.142245,4,1
7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,50.4,0.28,1373.237521,4,0
7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,51.8,0.25,14226.04798,4,1
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,47.8,0.28,416.0647623,4,1
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,48.2,0.35,11924.72443,4,0
7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,48.9,0.3,4598.651329,4,1
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,47.3,0.27,4698.30125,4,1
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,47.8,0.28,12413.26161,4,1
6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,47.5,0.29,13545.37325,4,0
5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,46.9,0.34,2194.46745,4,1
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,48.2,0.2,1697.097423,4,0
7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,48.3,0.2,633.20157,4,1
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,48.2,0.35,8523.804284,4,0
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,47.8,0.33,14185.95407,4,1
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,48.8,0.27,9783.610148,4,1
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,48.6,0.25,13938.05526,4,0
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,50.1,0.21,6282.230744,4,1
6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,51.4,0.33,10852.48225,4,0
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,47.4,0.28,10749.69449,4,1
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,48.6,0.25,11087.24537,4,0
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,50.2,0.28,10749.2767,4,1
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,50.1,0.21,11713.63423,4,1
6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,49.8,0.19,664.9747723,4,0
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,48.2,0.28,2779.928468,4,0
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,49.5,0.23,7636.339245,4,1
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,48.6,0.28,8602.874335,4,1
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,48.4,0.21,265.4425849,4,0
6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,47.8,0.32,8841.475772,4,1
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,49.8,0.21,474.0978162,4,0
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,47.9,0.27,9520.51562,4,1
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,50.6,0.2,12175.85924,4,0
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,49.8,0.21,2477.632429,4,0
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,46.9,0.29,7004.466605,4,1
6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,47.8,0.27,14757.53367,4,1
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,48,0.26,4937.718625,4,1
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,47.9,0.27,11366.70315,4,1
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,47.7,0.21,8924.675573,4,0
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,47.7,0.21,11425.33045,4,0
6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,47.2,0.31,3887.796028,4,1
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,48.9,0.33,5550.559748,4,1
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,49.2,0.29,10475.25837,4,1
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,49.5,0.22,12013.8494,4,0
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,48.6,0.44,7599.281523,4,0
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,47.5,0.37,14619.4209,4,0
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,48.6,0.44,4952.615971,4,0
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,47.5,0.28,6931.504271,4,1
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,47.4,0.26,858.2501138,4,1
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,49,0.22,6563.315203,4,0
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,48.9,0.26,2909.424767,4,0
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,48.9,0.26,5155.191748,4,0
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,48.9,0.26,1002.702508,4,0
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,49,0.22,12884.78651,4,0
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,48.9,0.26,6582.532085,4,0
7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,49.8,0.29,6137.198594,4,1
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,48.3,0.26,8899.667433,4,1
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,48.1,0.46,4132.853437,4,0
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,47.9,0.16,1958.102176,4,0
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,47.9,0.16,9978.138059,4,0
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,48.3,0.29,13877.8311,4,1
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,50.8,0.32,6927.405979,4,1
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,47.9,0.16,7847.633553,4,0
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,48.3,0.29,11581.08656,4,1
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,48.9,0.47,13568.91702,4,0
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,47.7,0.38,7796.147407,4,1
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,49.6,0.27,406.0999714,4,1
